"name";"active";"quantity";"price";"visibility";"image url";"diamenty zegarki slub?";"";"wiktorianska";"pavoni";"studio y";"eternel";"eclpise";"fruit";"jubile";"flow";"categores";"";"";""
"Flow – srebrny naszyjnik";"1";"455";"99";"both";"http://localhost/BE-projekt/img/bizuteria/celebrytki/82Flow – srebrny naszyjnik.jpg";"";"15";"";"";"";"";"";"";"";"98";",15,,,,,,,,98";"";"";""
"Srebrna bransoletka";"1";"457";"79";"both";"http://localhost/BE-projekt/img/bizuteria/celebrytki/83Srebrna bransoletka.jpg";"";"15";"";"";"";"";"";"";"";"";",15,,,,,,,,";"";"";""
"Unique - srebrny naszyjnik";"1";"428";"79";"both";"http://localhost/BE-projekt/img/bizuteria/celebrytki/84Unique - srebrny naszyjnik.jpg";"";"15";"";"";"";"";"";"";"";"";",15,,,,,,,,";"";"";""
"Zodiak Skorpion - srebrny naszyjnik";"1";"468";"149";"both";"http://localhost/BE-projekt/img/bizuteria/celebrytki/85Zodiak Skorpion - srebrny naszyjnik.jpg";"";"15";"";"";"";"";"";"";"";"";",15,,,,,,,,";"";"";""
"Flow - złoty naszyjnik";"1";"417";"129";"both";"http://localhost/BE-projekt/img/bizuteria/celebrytki/86Flow - złoty naszyjnik.jpg";"";"15";"";"";"";"";"";"";"";"98";",15,,,,,,,,98";"";"";""
"Flow – srebrny naszyjnik";"1";"490";"79";"both";"http://localhost/BE-projekt/img/bizuteria/celebrytki/87Flow – srebrny naszyjnik.jpg";"";"15";"";"";"";"";"";"";"";"98";",15,,,,,,,,98";"";"";""
"Unique - srebrny naszyjnik";"1";"476";"79";"both";"http://localhost/BE-projekt/img/bizuteria/celebrytki/88Unique - srebrny naszyjnik.jpg";"";"15";"";"";"";"";"";"";"";"";",15,,,,,,,,";"";"";""
"Flow – srebrna bransoletka";"1";"433";"99";"both";"http://localhost/BE-projekt/img/bizuteria/celebrytki/89Flow – srebrna bransoletka.jpg";"";"15";"";"";"";"";"";"";"";"98";",15,,,,,,,,98";"";"";""
"Srebrna bransoletka";"1";"454";"129";"both";"http://localhost/BE-projekt/img/bizuteria/celebrytki/90Srebrna bransoletka.jpg";"";"15";"";"";"";"";"";"";"";"";",15,,,,,,,,";"";"";""
"Srebrny naszyjnik";"1";"436";"149";"both";"http://localhost/BE-projekt/img/bizuteria/celebrytki/91Srebrny naszyjnik.jpg";"";"15";"";"";"";"";"";"";"";"";",15,,,,,,,,";"";"";""
"Srebrny naszyjnik";"1";"475";"149";"both";"http://localhost/BE-projekt/img/bizuteria/celebrytki/92Srebrny naszyjnik.jpg";"";"15";"";"";"";"";"";"";"";"";",15,,,,,,,,";"";"";""
"Srebrna bransoletka";"1";"420";"579";"both";"http://localhost/BE-projekt/img/bizuteria/celebrytki/93Srebrna bransoletka.jpg";"";"15";"";"";"";"";"";"";"";"";",15,,,,,,,,";"";"";""
"Srebrna bransoletka";"1";"474";"109";"both";"http://localhost/BE-projekt/img/bizuteria/celebrytki/94Srebrna bransoletka.jpg";"";"15";"";"";"";"";"";"";"";"";",15,,,,,,,,";"";"";""
"Srebrna bransoletka";"1";"407";"129";"both";"http://localhost/BE-projekt/img/bizuteria/celebrytki/95Srebrna bransoletka.jpg";"";"15";"";"";"";"";"";"";"";"";",15,,,,,,,,";"";"";""
"Night Sky - Srebrna bransoletka";"1";"482";"89";"both";"http://localhost/BE-projekt/img/bizuteria/bransoletki/0Night Sky - Srebrna bransoletka.jpg";"";"16";"";"";"";"";"";"";"";"";",16,,,,,,,,";"";"";""
"Night Sky - Srebrna bransoletka";"1";"415";"159";"both";"http://localhost/BE-projekt/img/bizuteria/bransoletki/1Night Sky - Srebrna bransoletka.jpg";"";"16";"";"";"";"";"";"";"";"";",16,,,,,,,,";"";"";""
"Night Sky - Srebrna bransoletka";"1";"461";"929";"both";"http://localhost/BE-projekt/img/bizuteria/bransoletki/2Night Sky - Srebrna bransoletka.jpg";"";"16";"";"";"";"";"";"";"";"";",16,,,,,,,,";"";"";""
"Night sky - Srebrna bransoletka";"1";"409";"99";"both";"http://localhost/BE-projekt/img/bizuteria/bransoletki/3Night sky - Srebrna bransoletka.jpg";"";"16";"";"";"";"";"";"";"";"";",16,,,,,,,,";"";"";""
"Her - Bransoletka ze stali i skóry";"1";"475";"119";"both";"http://localhost/BE-projekt/img/bizuteria/bransoletki/4Her - Bransoletka ze stali i skóry.jpg";"";"16";"";"";"";"";"";"";"";"";",16,,,,,,,,";"";"";""
"Her - Bransoletka ze stali i skóry";"1";"448";"89";"both";"http://localhost/BE-projekt/img/bizuteria/bransoletki/5Her - Bransoletka ze stali i skóry.jpg";"";"16";"";"";"";"";"";"";"";"";",16,,,,,,,,";"";"";""
"Her - Bransoletka ze stali i skóry";"1";"446";"129";"both";"http://localhost/BE-projekt/img/bizuteria/bransoletki/6Her - Bransoletka ze stali i skóry.jpg";"";"16";"";"";"";"";"";"";"";"";",16,,,,,,,,";"";"";""
"Her - Bransoletka ze stali i skóry";"1";"442";"149";"both";"http://localhost/BE-projekt/img/bizuteria/bransoletki/7Her - Bransoletka ze stali i skóry.jpg";"";"16";"";"";"";"";"";"";"";"";",16,,,,,,,,";"";"";""
"Pavoni - srebrna bransoletka";"1";"488";"189";"both";"http://localhost/BE-projekt/img/bizuteria/bransoletki/8Pavoni - srebrna bransoletka.jpg";"";"16";"";"";"";"";"";"";"";"";",16,,,,,,,,";"";"";""
"Pavoni - srebrna bransoletka";"1";"420";"109";"both";"http://localhost/BE-projekt/img/bizuteria/bransoletki/9Pavoni - srebrna bransoletka.jpg";"";"16";"";"";"";"";"";"";"";"";",16,,,,,,,,";"";"";""
"Pavoni - srebrna bransoletka";"1";"433";"119";"both";"http://localhost/BE-projekt/img/bizuteria/bransoletki/10Pavoni - srebrna bransoletka.jpg";"";"16";"";"";"";"";"";"";"";"";",16,,,,,,,,";"";"";""
"Pavoni - srebrna bransoletka";"1";"483";"109";"both";"http://localhost/BE-projekt/img/bizuteria/bransoletki/11Pavoni - srebrna bransoletka.jpg";"";"16";"";"";"";"";"";"";"";"";",16,,,,,,,,";"";"";""
"Him - bransoletka ze skóry";"1";"421";"79";"both";"http://localhost/BE-projekt/img/bizuteria/bransoletki/12Him - bransoletka ze skóry.jpg";"";"16";"";"";"";"";"";"";"";"";",16,,,,,,,,";"";"";""
"Him - bransoletka";"1";"401";"89";"both";"http://localhost/BE-projekt/img/bizuteria/bransoletki/13Him - bransoletka.jpg";"";"16";"";"";"";"";"";"";"";"";",16,,,,,,,,";"";"";""
"Him - bransoletka";"1";"430";"119";"both";"http://localhost/BE-projekt/img/bizuteria/bransoletki/14Him - bransoletka.jpg";"";"16";"";"";"";"";"";"";"";"";",16,,,,,,,,";"";"";""
"Him - bransoletka ze skóry";"1";"414";"79";"both";"http://localhost/BE-projekt/img/bizuteria/bransoletki/15Him - bransoletka ze skóry.jpg";"";"16";"";"";"";"";"";"";"";"";",16,,,,,,,,";"";"";""
"Namiko - bransoletka z pereł";"1";"461";"129";"both";"http://localhost/BE-projekt/img/bizuteria/bransoletki/16Namiko - bransoletka z pereł.jpg";"";"16";"";"";"";"";"";"";"";"";",16,,,,,,,,";"";"";""
"Namiko - bransoletka z pereł";"1";"420";"149";"both";"http://localhost/BE-projekt/img/bizuteria/bransoletki/17Namiko - bransoletka z pereł.jpg";"";"16";"";"";"";"";"";"";"";"";",16,,,,,,,,";"";"";""
"Namiko – bransoletka z pereł";"1";"412";"129";"both";"http://localhost/BE-projekt/img/bizuteria/bransoletki/18Namiko – bransoletka z pereł.jpg";"";"16";"";"";"";"";"";"";"";"";",16,,,,,,,,";"";"";""
"Namiko – bransoletka z pereł";"1";"493";"149";"both";"http://localhost/BE-projekt/img/bizuteria/bransoletki/19Namiko – bransoletka z pereł.jpg";"";"16";"";"";"";"";"";"";"";"";",16,,,,,,,,";"";"";""
"Złota bransoletka ";"1";"403";"239";"both";"http://localhost/BE-projekt/img/bizuteria/bransoletki/20Złota bransoletka .jpg";"";"16";"";"";"";"";"";"";"";"";",16,,,,,,,,";"";"";""
"Złota bransoletka ";"1";"449";"369";"both";"http://localhost/BE-projekt/img/bizuteria/bransoletki/21Złota bransoletka .jpg";"";"16";"";"";"";"";"";"";"";"";",16,,,,,,,,";"";"";""
"Złota bransoletka ";"1";"457";"209";"both";"http://localhost/BE-projekt/img/bizuteria/bransoletki/22Złota bransoletka .jpg";"";"16";"";"";"";"";"";"";"";"";",16,,,,,,,,";"";"";""
"Złota bransoletka ";"1";"433";"169";"both";"http://localhost/BE-projekt/img/bizuteria/bransoletki/23Złota bransoletka .jpg";"";"16";"";"";"";"";"";"";"";"";",16,,,,,,,,";"";"";""
"Gloss - srebrna bransoletka";"1";"487";"229";"both";"http://localhost/BE-projekt/img/bizuteria/bransoletki/24Gloss - srebrna bransoletka.jpg";"";"16";"";"";"";"";"";"";"";"";",16,,,,,,,,";"";"";""
"Gloss - srebrna bransoletka";"1";"409";"159";"both";"http://localhost/BE-projekt/img/bizuteria/bransoletki/25Gloss - srebrna bransoletka.jpg";"";"16";"";"";"";"";"";"";"";"";",16,,,,,,,,";"";"";""
"Gloss - srebrna bransoletka";"1";"430";"139";"both";"http://localhost/BE-projekt/img/bizuteria/bransoletki/26Gloss - srebrna bransoletka.jpg";"";"16";"";"";"";"";"";"";"";"";",16,,,,,,,,";"";"";""
"Gloss - Srebrna bransoletka";"1";"448";"239";"both";"http://localhost/BE-projekt/img/bizuteria/bransoletki/27Gloss - Srebrna bransoletka.jpg";"";"16";"";"";"";"";"";"";"";"";",16,,,,,,,,";"";"";""
"Berries – srebrna bransoletka";"1";"408";"679";"both";"http://localhost/BE-projekt/img/bizuteria/bransoletki/28Berries – srebrna bransoletka.jpg";"";"16";"";"";"";"";"";"";"";"";",16,,,,,,,,";"";"";""
"Berries – srebrna bransoletka";"1";"429";"199";"both";"http://localhost/BE-projekt/img/bizuteria/bransoletki/29Berries – srebrna bransoletka.jpg";"";"16";"";"";"";"";"";"";"";"";",16,,,,,,,,";"";"";""
"Berries – srebrna bransoletka";"1";"415";"99";"both";"http://localhost/BE-projekt/img/bizuteria/bransoletki/30Berries – srebrna bransoletka.jpg";"";"16";"";"";"";"";"";"";"";"";",16,,,,,,,,";"";"";""
"Berries – srebrna bransoletka";"1";"442";"289";"both";"http://localhost/BE-projekt/img/bizuteria/bransoletki/31Berries – srebrna bransoletka.jpg";"";"16";"";"";"";"";"";"";"";"";",16,,,,,,,,";"";"";""
"Motyle - bransoletka";"1";"416";"1195";"both";"http://localhost/BE-projekt/img/bizuteria/bransoletki/32Motyle - bransoletka.jpg";"";"16";"";"";"";"";"";"";"";"";",16,,,,,,,,";"";"";""
"Her - Stalowa bransoletka";"1";"461";"1095";"both";"http://localhost/BE-projekt/img/bizuteria/bransoletki/33Her - Stalowa bransoletka.jpg";"";"16";"";"";"";"";"";"";"";"";",16,,,,,,,,";"";"";""
"Her - Stalowa bransoletka";"1";"425";"1049";"both";"http://localhost/BE-projekt/img/bizuteria/bransoletki/34Her - Stalowa bransoletka.jpg";"";"16";"";"";"";"";"";"";"";"";",16,,,,,,,,";"";"";""
"Her - Stalowa bransoletka";"1";"425";"529";"both";"http://localhost/BE-projekt/img/bizuteria/bransoletki/35Her - Stalowa bransoletka.jpg";"";"16";"";"";"";"";"";"";"";"";",16,,,,,,,,";"";"";""
"Her - Stalowa bransoletka ";"1";"414";"169";"both";"http://localhost/BE-projekt/img/bizuteria/bransoletki/36Her - Stalowa bransoletka .jpg";"";"16";"";"";"";"";"";"";"";"";",16,,,,,,,,";"";"";""
"Złota bransoletka";"1";"400";"199";"both";"http://localhost/BE-projekt/img/bizuteria/bransoletki/37Złota bransoletka.jpg";"";"16";"";"";"";"";"";"";"";"";",16,,,,,,,,";"";"";""
"Złota bransoletka";"1";"491";"149";"both";"http://localhost/BE-projekt/img/bizuteria/bransoletki/38Złota bransoletka.jpg";"";"16";"";"";"";"";"";"";"";"";",16,,,,,,,,";"";"";""
"Złota bransoletka";"1";"451";"89";"both";"http://localhost/BE-projekt/img/bizuteria/bransoletki/39Złota bransoletka.jpg";"";"16";"";"";"";"";"";"";"";"";",16,,,,,,,,";"";"";""
"Studio Y - srebrna bransoletka";"1";"498";"249";"both";"http://localhost/BE-projekt/img/bizuteria/bransoletki/40Studio Y - srebrna bransoletka.jpg";"";"16";"";"";"48";"";"";"";"";"";",16,,,48,,,,,";"";"";""
"Studio Y - srebrna bransoletka";"1";"434";"219";"both";"http://localhost/BE-projekt/img/bizuteria/bransoletki/41Studio Y - srebrna bransoletka.jpg";"";"16";"";"";"48";"";"";"";"";"";",16,,,48,,,,,";"";"";""
"Studio Y - srebrna bransoletka";"1";"430";"249";"both";"http://localhost/BE-projekt/img/bizuteria/bransoletki/42Studio Y - srebrna bransoletka.jpg";"";"16";"";"";"48";"";"";"";"";"";",16,,,48,,,,,";"";"";""
"Scarlett - srebrna bransoletka z cyrkoniami";"1";"481";"219";"both";"http://localhost/BE-projekt/img/bizuteria/bransoletki/43Scarlett - srebrna bransoletka z cyrkoniami.jpg";"";"16";"";"";"";"";"";"";"";"";",16,,,,,,,,";"";"";""
"Scarlett - srebrna bransoletka";"1";"418";"189";"both";"http://localhost/BE-projekt/img/bizuteria/bransoletki/44Scarlett - srebrna bransoletka.jpg";"";"16";"";"";"";"";"";"";"";"";",16,,,,,,,,";"";"";""
"Scarlett - srebrna bransoletka";"1";"417";"149";"both";"http://localhost/BE-projekt/img/bizuteria/bransoletki/45Scarlett - srebrna bransoletka.jpg";"";"16";"";"";"";"";"";"";"";"";",16,,,,,,,,";"";"";""
"Loop - Srebrna bransoletka";"1";"448";"149";"both";"http://localhost/BE-projekt/img/bizuteria/bransoletki/46Loop - Srebrna bransoletka.jpg";"";"16";"";"";"";"";"";"";"";"";",16,,,,,,,,";"";"";""
"Loop - Srebrna bransoletka";"1";"497";"149";"both";"http://localhost/BE-projekt/img/bizuteria/bransoletki/47Loop - Srebrna bransoletka.jpg";"";"16";"";"";"";"";"";"";"";"";",16,,,,,,,,";"";"";""
"Loop - Złota bransoletka";"1";"488";"169";"both";"http://localhost/BE-projekt/img/bizuteria/bransoletki/48Loop - Złota bransoletka.jpg";"";"16";"";"";"";"";"";"";"";"";",16,,,,,,,,";"";"";""
"Loop - Złota bransoletka";"1";"448";"3195";"both";"http://localhost/BE-projekt/img/bizuteria/bransoletki/49Loop - Złota bransoletka.jpg";"";"16";"";"";"";"";"";"";"";"";",16,,,,,,,,";"";"";""
"Magnetic - bransoletka z hematytu";"1";"422";"3095";"both";"http://localhost/BE-projekt/img/bizuteria/bransoletki/50Magnetic - bransoletka z hematytu.jpg";"";"16";"";"";"";"";"";"";"";"";",16,,,,,,,,";"";"";""
"Magnetic - bransoletka z hematytu";"1";"471";"3195";"both";"http://localhost/BE-projekt/img/bizuteria/bransoletki/51Magnetic - bransoletka z hematytu.jpg";"";"16";"";"";"";"";"";"";"";"";",16,,,,,,,,";"";"";""
"Magnetic - bransoletka z hematytu";"1";"400";"159";"both";"http://localhost/BE-projekt/img/bizuteria/bransoletki/52Magnetic - bransoletka z hematytu.jpg";"";"16";"";"";"";"";"";"";"";"";",16,,,,,,,,";"";"";""
"Magnetic - bransoletka z hematytu";"1";"473";"189";"both";"http://localhost/BE-projekt/img/bizuteria/bransoletki/53Magnetic - bransoletka z hematytu.jpg";"";"16";"";"";"";"";"";"";"";"";",16,,,,,,,,";"";"";""
"Namiko - bransoletka z pereł";"1";"461";"119";"both";"http://localhost/BE-projekt/img/bizuteria/bransoletki/54Namiko - bransoletka z pereł.jpg";"";"16";"";"";"";"";"";"";"";"";",16,,,,,,,,";"";"";""
"Złota bransoletka z cyrkoniami";"1";"443";"79";"both";"http://localhost/BE-projekt/img/bizuteria/bransoletki/55Złota bransoletka z cyrkoniami.jpg";"";"16";"";"";"";"";"";"";"";"";",16,,,,,,,,";"";"";""
"Srebrna bransoletka";"1";"467";"109";"both";"http://localhost/BE-projekt/img/bizuteria/bransoletki/56Srebrna bransoletka.jpg";"";"16";"";"";"";"";"";"";"";"";",16,,,,,,,,";"";"";""
"Namiko - bransoletka z pereł";"1";"494";"129";"both";"http://localhost/BE-projekt/img/bizuteria/bransoletki/57Namiko - bransoletka z pereł.jpg";"";"16";"";"";"";"";"";"";"";"";",16,,,,,,,,";"";"";""
"Namiko - bransoletka z pereł";"1";"498";"149";"both";"http://localhost/BE-projekt/img/bizuteria/bransoletki/58Namiko - bransoletka z pereł.jpg";"";"16";"";"";"";"";"";"";"";"";",16,,,,,,,,";"";"";""
"Namiko - bransoletka z pereł";"1";"481";"149";"both";"http://localhost/BE-projekt/img/bizuteria/bransoletki/59Namiko - bransoletka z pereł.jpg";"";"16";"";"";"";"";"";"";"";"";",16,,,,,,,,";"";"";""
"Malena - złota bransoletka";"1";"460";"415";"both";"http://localhost/BE-projekt/img/bizuteria/bransoletki/60Malena - złota bransoletka.jpg";"";"16";"";"";"";"";"";"";"";"";",16,,,,,,,,";"";"";""
"Malena - złota bransoletka";"1";"431";"379";"both";"http://localhost/BE-projekt/img/bizuteria/bransoletki/61Malena - złota bransoletka.jpg";"";"16";"";"";"";"";"";"";"";"";",16,,,,,,,,";"";"";""
"Malena - złota bransoletka";"1";"456";"69";"both";"http://localhost/BE-projekt/img/bizuteria/bransoletki/62Malena - złota bransoletka.jpg";"";"16";"";"";"";"";"";"";"";"";",16,,,,,,,,";"";"";""
"Malena - złota bransoletka";"1";"462";"89";"both";"http://localhost/BE-projekt/img/bizuteria/bransoletki/63Malena - złota bransoletka.jpg";"";"16";"";"";"";"";"";"";"";"";",16,,,,,,,,";"";"";""
"GLAMOUR - bransoletka";"1";"441";"89";"both";"http://localhost/BE-projekt/img/bizuteria/bransoletki/64GLAMOUR - bransoletka.jpg";"";"16";"";"";"";"";"";"";"";"";",16,,,,,,,,";"";"";""
"Glamour - bransoletka";"1";"466";"79";"both";"http://localhost/BE-projekt/img/bizuteria/bransoletki/65Glamour - bransoletka.jpg";"";"16";"";"";"";"";"";"";"";"";",16,,,,,,,,";"";"";""
"Glamour - bransoletka";"1";"487";"169";"both";"http://localhost/BE-projekt/img/bizuteria/bransoletki/66Glamour - bransoletka.jpg";"";"16";"";"";"";"";"";"";"";"";",16,,,,,,,,";"";"";""
"Glamour - bransoletka";"1";"471";"1495";"both";"http://localhost/BE-projekt/img/bizuteria/bransoletki/67Glamour - bransoletka.jpg";"";"16";"";"";"";"";"";"";"";"";",16,,,,,,,,";"";"";""
"Mini - Srebrna bransoletka";"1";"481";"149";"both";"http://localhost/BE-projekt/img/bizuteria/bransoletki/68Mini - Srebrna bransoletka.jpg";"";"16";"";"";"";"";"";"";"";"";",16,,,,,,,,";"";"";""
"Mini - Srebrna bransoletka";"1";"462";"1699";"both";"http://localhost/BE-projekt/img/bizuteria/bransoletki/69Mini - Srebrna bransoletka.jpg";"";"16";"";"";"";"";"";"";"";"";",16,,,,,,,,";"";"";""
"Cuff - bransoletka";"1";"475";"16299";"both";"http://localhost/BE-projekt/img/bizuteria/bransoletki/70Cuff - bransoletka.jpg";"";"16";"";"";"";"";"";"";"";"";",16,,,,,,,,";"";"";""
"Cuff - bransoletki";"1";"428";"479";"both";"http://localhost/BE-projekt/img/bizuteria/bransoletki/71Cuff - bransoletki.jpg";"";"16";"";"";"";"";"";"";"";"";",16,,,,,,,,";"";"";""
"Cuff - bransoletka";"1";"490";"2695";"both";"http://localhost/BE-projekt/img/bizuteria/bransoletki/72Cuff - bransoletka.jpg";"";"16";"";"";"";"";"";"";"";"";",16,,,,,,,,";"";"";""
"Cuff - bransoletka";"1";"448";"2695";"both";"http://localhost/BE-projekt/img/bizuteria/bransoletki/73Cuff - bransoletka.jpg";"";"16";"";"";"";"";"";"";"";"";",16,,,,,,,,";"";"";""
"Unique - srebrna bransoletka";"1";"483";"1449";"both";"http://localhost/BE-projekt/img/bizuteria/bransoletki/74Unique - srebrna bransoletka.jpg";"";"16";"";"";"";"";"";"";"";"";",16,,,,,,,,";"";"";""
"Unique - srebrna bransoletka";"1";"439";"2095";"both";"http://localhost/BE-projekt/img/bizuteria/bransoletki/75Unique - srebrna bransoletka.jpg";"";"16";"";"";"";"";"";"";"";"";",16,,,,,,,,";"";"";""
"Unique - srebrna bransoletka";"1";"498";"119";"both";"http://localhost/BE-projekt/img/bizuteria/bransoletki/76Unique - srebrna bransoletka.jpg";"";"16";"";"";"";"";"";"";"";"";",16,,,,,,,,";"";"";""
"Unique - srebrna bransoletka";"1";"466";"119";"both";"http://localhost/BE-projekt/img/bizuteria/bransoletki/77Unique - srebrna bransoletka.jpg";"";"16";"";"";"";"";"";"";"";"";",16,,,,,,,,";"";"";""
"Him - bransoletka z hematytu";"1";"422";"119";"both";"http://localhost/BE-projekt/img/bizuteria/bransoletki/78Him - bransoletka z hematytu.jpg";"";"16";"";"";"";"";"";"";"";"";",16,,,,,,,,";"";"";""
"Him - bransoletka z lawy";"1";"421";"119";"both";"http://localhost/BE-projekt/img/bizuteria/bransoletki/79Him - bransoletka z lawy.jpg";"";"16";"";"";"";"";"";"";"";"";",16,,,,,,,,";"";"";""
"Him - bransoletka z lawy";"1";"486";"109";"both";"http://localhost/BE-projekt/img/bizuteria/bransoletki/80Him - bransoletka z lawy.jpg";"";"16";"";"";"";"";"";"";"";"";",16,,,,,,,,";"";"";""
"Him - bransoletka z onyksu";"1";"422";"109";"both";"http://localhost/BE-projekt/img/bizuteria/bransoletki/81Him - bransoletka z onyksu.jpg";"";"16";"";"";"";"";"";"";"";"";",16,,,,,,,,";"";"";""
"Sempre - złota bransoletka";"1";"406";"199";"both";"http://localhost/BE-projekt/img/bizuteria/bransoletki/82Sempre - złota bransoletka.jpg";"";"16";"";"";"";"";"";"";"";"";",16,,,,,,,,";"";"";""
"Sempre - złota bransoletka";"1";"479";"199";"both";"http://localhost/BE-projekt/img/bizuteria/bransoletki/83Sempre - złota bransoletka.jpg";"";"16";"";"";"";"";"";"";"";"";",16,,,,,,,,";"";"";""
"Sempre - złota bransoletka";"1";"436";"199";"both";"http://localhost/BE-projekt/img/bizuteria/bransoletki/84Sempre - złota bransoletka.jpg";"";"16";"";"";"";"";"";"";"";"";",16,,,,,,,,";"";"";""
"Sempre - złota bransoletka";"1";"400";"199";"both";"http://localhost/BE-projekt/img/bizuteria/bransoletki/85Sempre - złota bransoletka.jpg";"";"16";"";"";"";"";"";"";"";"";",16,,,,,,,,";"";"";""
"Kolekcja Wiktoriańska - bransoletka z brylantem i rubinami";"1";"471";"99";"both";"http://localhost/BE-projekt/img/bizuteria/bransoletki/86Kolekcja Wiktoriańska - bransoletka z brylantem i rubinami.jpg";"";"16";"46";"";"";"";"";"";"";"";",16,46,,,,,,,";"";"";""
"Kolekcja Wiktoriańska -bransoletka z diamentami i szmaragdami";"1";"477";"59";"both";"http://localhost/BE-projekt/img/bizuteria/bransoletki/87Kolekcja Wiktoriańska -bransoletka z diamentami i szmaragdami.jpg";"21";"16";"46";"";"";"";"";"";"";"";"21,16,46,,,,,,,";"";"";""
"Kolekcja Wiktoriańska - bransoletka z diamentami i szafirami";"1";"440";"69";"both";"http://localhost/BE-projekt/img/bizuteria/bransoletki/88Kolekcja Wiktoriańska - bransoletka z diamentami i szafirami.jpg";"21";"16";"46";"";"";"";"";"";"";"";"21,16,46,,,,,,,";"";"";""
"Shackle - Stalowa bransoletka";"1";"479";"69";"both";"http://localhost/BE-projekt/img/bizuteria/bransoletki/89Shackle - Stalowa bransoletka.jpg";"";"16";"";"";"";"";"";"";"";"";",16,,,,,,,,";"";"";""
"Shackle - Stalowa bransoletka";"1";"406";"59";"both";"http://localhost/BE-projekt/img/bizuteria/bransoletki/90Shackle - Stalowa bransoletka.jpg";"";"16";"";"";"";"";"";"";"";"";",16,,,,,,,,";"";"";""
"Shackle - Stalowa bransoletka";"1";"415";"69";"both";"http://localhost/BE-projekt/img/bizuteria/bransoletki/91Shackle - Stalowa bransoletka.jpg";"";"16";"";"";"";"";"";"";"";"";",16,,,,,,,,";"";"";""
"Simple - srebrna bransoletka";"1";"417";"59";"both";"http://localhost/BE-projekt/img/bizuteria/bransoletki/92Simple - srebrna bransoletka.jpg";"";"16";"";"";"";"";"";"";"";"";",16,,,,,,,,";"";"";""
"Simple - srebrna bransoletka";"1";"425";"79";"both";"http://localhost/BE-projekt/img/bizuteria/bransoletki/93Simple - srebrna bransoletka.jpg";"";"16";"";"";"";"";"";"";"";"";",16,,,,,,,,";"";"";""
"Simple - srebrna bransoletka";"1";"499";"275";"both";"http://localhost/BE-projekt/img/bizuteria/bransoletki/94Simple - srebrna bransoletka.jpg";"";"16";"";"";"";"";"";"";"";"";",16,,,,,,,,";"";"";""
"Motyle - bransoletka";"1";"492";"275";"both";"http://localhost/BE-projekt/img/bizuteria/bransoletki/95Motyle - bransoletka.jpg";"";"16";"";"";"";"";"";"";"";"";",16,,,,,,,,";"";"";""
"Night Sky - Srebrny naszyjnik";"1";"442";"275";"both";"http://localhost/BE-projekt/img/bizuteria/naszyjniki/0Night Sky - Srebrny naszyjnik.jpg";"";"13";"";"";"";"";"";"";"";"";",13,,,,,,,,";"";"";""
"Night Sky - Srebrny naszyjnik";"1";"468";"399";"both";"http://localhost/BE-projekt/img/bizuteria/naszyjniki/1Night Sky - Srebrny naszyjnik.jpg";"";"13";"";"";"";"";"";"";"";"";",13,,,,,,,,";"";"";""
"Night Sky - Srebrny naszyjnik";"1";"447";"7195";"both";"http://localhost/BE-projekt/img/bizuteria/naszyjniki/2Night Sky - Srebrny naszyjnik.jpg";"";"13";"";"";"";"";"";"";"";"";",13,,,,,,,,";"";"";""
"Night Sky - Srebrny naszyjnik";"1";"444";"7195";"both";"http://localhost/BE-projekt/img/bizuteria/naszyjniki/3Night Sky - Srebrny naszyjnik.jpg";"";"13";"";"";"";"";"";"";"";"";",13,,,,,,,,";"";"";""
"Srebrny naszyjnik";"1";"489";"7195";"both";"http://localhost/BE-projekt/img/bizuteria/naszyjniki/4Srebrny naszyjnik.jpg";"";"13";"";"";"";"";"";"";"";"";",13,,,,,,,,";"";"";""
"Srebrny naszyjnik";"1";"463";"249";"both";"http://localhost/BE-projekt/img/bizuteria/naszyjniki/5Srebrny naszyjnik.jpg";"";"13";"";"";"";"";"";"";"";"";",13,,,,,,,,";"";"";""
"Srebrny naszyjnik";"1";"410";"159";"both";"http://localhost/BE-projekt/img/bizuteria/naszyjniki/6Srebrny naszyjnik.jpg";"";"13";"";"";"";"";"";"";"";"";",13,,,,,,,,";"";"";""
"Złoty naszyjnik ";"1";"457";"229";"both";"http://localhost/BE-projekt/img/bizuteria/naszyjniki/7Złoty naszyjnik .jpg";"";"13";"";"";"";"";"";"";"";"";",13,,,,,,,,";"";"";""
"Złoty naszyjnik ";"1";"466";"239";"both";"http://localhost/BE-projekt/img/bizuteria/naszyjniki/8Złoty naszyjnik .jpg";"";"13";"";"";"";"";"";"";"";"";",13,,,,,,,,";"";"";""
"Złoty naszyjnik z diamentem ";"1";"414";"199";"both";"http://localhost/BE-projekt/img/bizuteria/naszyjniki/9Złoty naszyjnik z diamentem .jpg";"22";"13";"";"";"";"";"";"";"";"";"22,13,,,,,,,,";"";"";""
"Złoty naszyjnik ";"1";"432";"479";"both";"http://localhost/BE-projekt/img/bizuteria/naszyjniki/10Złoty naszyjnik .jpg";"";"13";"";"";"";"";"";"";"";"";",13,,,,,,,,";"";"";""
"Pavoni - srebrny naszyjnik";"1";"490";"579";"both";"http://localhost/BE-projekt/img/bizuteria/naszyjniki/11Pavoni - srebrny naszyjnik.jpg";"";"13";"";"";"";"";"";"";"";"";",13,,,,,,,,";"";"";""
